Metropolitan Core Based Statistical Area FIPS Code,Household-type of living quarters,Household-own/rent living quarters,Household-total family income in past 12 months,Demographics-highest level of school completed,Labor Force-employment status,Demographics-sex,Demographics-marital status,Weight-composited final weight,Household-total # of members,Weight-family,Weight-longitudinal weight,Weight-outgoing rotation weight,Weight-second stage weight (rake 6 final step weight),Year,Month
0,Mobile Home Or Trlr W/No Perm Rm Added,Rented for cash,"60,000 To 74,999",Associate Deg.-Academic Program,Employed-At Work,Male,Widowed,867.1740,2,865.2700,0.0000,0.0000,865.2700,2023,jan
"Medford, OR","House, Apartment, Flat",Rented for cash,"100,000 To 149,999",High School Grad-Diploma Or Equiv (ged),Employed-At Work,Female,Separated,2938.6848,1,2934.3221,0.0000,0.0000,2934.3221,2023,jan
0,"House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"12,500 To 14,999",High School Grad-Diploma Or Equiv (ged),Retired-Not In Labor Force,Female,Divorced,4125.7082,5,4158.4515,6224.6404,0.0000,4158.4515,2022,jan
"Kennewick-Richland, WA","House, Apartment, Flat",Not in Universe,"60,000 To 74,999",Some College But No Degree,Retired-Not In Labor Force,Female,Married - Spouse Present,4118.9405,2,4080.5795,6059.3381,0.0000,4080.5795,2024,jan
"Youngstown-Warren-Boardman, OH-PA","House, Apartment, Flat",Rented for cash,"40,000 To 49,999",Some College But No Degree,Employed-At Work,Female,Divorced,4224.3444,1,4257.6345,6373.1040,17259.3743,4257.6345,2022,jan
"Evansville, IN-KY","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"35,000 To 39,999","Bachelor's Degree(ex:ba,ab,bs)",Employed-At Work,Male,Never Married,5752.9716,4,5632.1519,8428.0085,0.0000,5632.1519,2022,jan
"Ogden-Clearfield, UT","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"100,000 To 149,999",Not in Universe,Not in Universe,Male,Not in Universe,0.0000,11,1566.5411,0.0000,0.0000,1566.5411,2022,jan
"Hartford-West Hartford-East Hartford, CT","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"100,000 To 149,999",Some College But No Degree,Employed-At Work,Female,Married - Spouse Present,2969.3037,4,2922.1683,4374.0915,0.0000,2922.1683,2022,jan
"New York-Newark-Jersey City, NY-NJ-PA","House, Apartment, Flat",Rented for cash,"100,000 To 149,999",10th Grade,Employed-At Work,Female,Never Married,6476.9978,2,6618.7206,9817.4092,26002.4452,6618.7206,2023,jan
"Omaha-Council Bluffs, NE-IA","House, Apartment, Flat",Rented for cash,"60,000 To 74,999",Some College But No Degree,Unemployed-Looking,Male,Divorced,2200.3569,4,2118.1438,3169.6116,0.0000,2118.1438,2022,jan
"Salisbury, MD-DE","House, Apartment, Flat",Not in Universe,"35,000 To 39,999",High School Grad-Diploma Or Equiv (ged),Retired-Not In Labor Force,Male,Widowed,701.6230,2,690.4967,1023.4155,2852.9927,690.4967,2024,jan
"Terre Haute, IN","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"60,000 To 74,999",High School Grad-Diploma Or Equiv (ged),Other-Not In Labor Force,Female,Divorced,3660.9324,4,3574.1519,5350.0228,14783.7859,3574.1519,2022,jan
"Richmond, VA","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"100,000 To 149,999",Some College But No Degree,Employed-At Work,Female,Never Married,5816.0292,4,5876.2333,0.0000,0.0000,5876.2333,2023,jan
"North Port-Sarasota-Bradenton, FL","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"60,000 To 74,999",High School Grad-Diploma Or Equiv (ged),Retired-Not In Labor Force,Male,Divorced,3640.9796,2,3891.9354,5768.3970,0.0000,3891.9354,2023,jan
"Minneapolis-St. Paul-Bloomington, MN-WI","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"100,000 To 149,999",Not in Universe,Not in Universe,Male,Not in Universe,0.0000,5,1836.6423,0.0000,0.0000,1836.6423,2022,jan
"Akron, OH","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"60,000 To 74,999",Some College But No Degree,Employed-Absent,Female,Divorced,3842.2281,1,3863.9087,5731.2547,15652.8606,3863.9087,2023,jan
"Boston-Cambridge-Newton, MA-NH","House, Apartment, Flat",Rented for cash,"75,000 To 99,999","Bachelor's Degree(ex:ba,ab,bs)",Employed-At Work,Female,Never Married,3380.8937,2,3372.5530,0.0000,0.0000,3372.5530,2022,jan
"Portland-Vancouver-Hillsboro, OR-WA","House, Apartment, Flat",Not in Universe,"150,000 or More",Associate Degree-Occupational/Vocationl,Employed-At Work,Female,Married - Spouse Present,2384.3214,4,2347.6396,3486.0593,9049.6490,2347.6396,2024,jan
"Memphis, TN-MS-AR","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"150,000 or More","MASTER'S DEGREE(EX:MA,MS,MEng,MEd,MSW)",Employed-At Work,Female,Married - Spouse Present,4865.2460,6,4929.0715,7311.1882,0.0000,4929.0715,2023,jan
0,"House, Apartment, Flat",Not in Universe,"60,000 To 74,999",Not in Universe,Not in Universe,Female,Not in Universe,0.0000,8,3397.7585,0.0000,0.0000,3397.7585,2024,jan
"San Diego-Carlsbad, CA","House, Apartment, Flat",Rented for cash,"12,500 To 14,999",12th Grade No Diploma,Other-Not In Labor Force,Female,Never Married,4560.8974,3,4442.2929,0.0000,0.0000,4442.2929,2022,jan
"Denver-Aurora-Lakewood, CO","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"150,000 or More","DOCTORATE DEGREE(EX:PhD,EdD)",Employed-At Work,Male,Married - Spouse Present,3932.0461,2,3792.1035,5831.7756,15270.1720,3897.1776,2022,jan
"Jackson, MS",Mobile Home Or Trlr W/No Perm Rm Added,Owned Or Being Bought By A Hh Member,"60,000 To 74,999",High School Grad-Diploma Or Equiv (ged),Employed-At Work,Male,Married - Spouse Present,1803.8024,2,1585.2008,2610.9540,0.0000,1761.6097,2023,jan
"Ogden-Clearfield, UT","House, Apartment, Flat",Not in Universe,"100,000 To 149,999","Bachelor's Degree(ex:ba,ab,bs)",Employed-At Work,Female,Married - Spouse Present,2258.1744,5,2273.2016,0.0000,0.0000,2273.2016,2024,jan
0,"House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"30,000 To 34,999",Some College But No Degree,Retired-Not In Labor Force,Female,Widowed,4003.7382,1,4037.8105,0.0000,16114.5659,4037.8105,2022,jan
"Kansas City, MO-KS","House, Apartment, Flat",Not in Universe,"75,000 To 99,999",Not in Universe,Not in Universe,Male,Not in Universe,0.0000,2,1810.4703,0.0000,0.0000,1810.4703,2024,jan
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","House, Apartment, Flat",Not in Universe,"150,000 or More","Professional School Deg(ex:md,dds,dvm)",Retired-Not In Labor Force,Male,Married - Spouse Present,4904.0048,2,4811.7374,7340.9765,19941.0370,4952.9442,2024,jan
"Morgantown, WV","House, Apartment, Flat",Not in Universe,"50,000 To 59,999",Not in Universe,Not in Universe,Female,Not in Universe,0.0000,6,815.5650,0.0000,0.0000,815.5650,2024,jan
"Chicago-Naperville-Elgin, IL-IN-WI","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"35,000 To 39,999",High School Grad-Diploma Or Equiv (ged),Retired-Not In Labor Force,Female,Married - Spouse Present,4964.1393,2,4971.9119,7442.2809,19980.0650,4971.9119,2022,jan
"Auburn-Opelika, AL","House, Apartment, Flat",Not in Universe,"100,000 To 149,999",9th Grade,Other-Not In Labor Force,Male,Never Married,3442.9721,4,3300.9036,0.0000,0.0000,3300.9036,2024,jan
"Rochester, NY","House, Apartment, Flat",Not in Universe,"50,000 To 59,999","Bachelor's Degree(ex:ba,ab,bs)",Employed-At Work,Male,Divorced,5071.1380,1,4914.0977,7283.4005,0.0000,4914.0977,2024,jan
0,"House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"40,000 To 49,999",Some College But No Degree,Employed-At Work,Male,Married - Spouse Present,1755.6195,2,1598.5461,0.0000,0.0000,1734.0953,2023,jan
"Rochester, NY","House, Apartment, Flat",Not in Universe,"100,000 To 149,999",Associate Deg.-Academic Program,Employed-At Work,Male,Married - Spouse Present,4161.3740,2,3861.8932,6018.5336,0.0000,4060.6943,2024,jan
"Morgantown, WV",Mobile Home Or Trlr W/No Perm Rm Added,Owned Or Being Bought By A Hh Member,"25,000 To 29,999",High School Grad-Diploma Or Equiv (ged),Employed-At Work,Female,Never Married,866.0230,1,877.3085,1301.2933,0.0000,877.3085,2023,jan
"Monroe, LA","House, Apartment, Flat",Not in Universe,"50,000 To 59,999",High School Grad-Diploma Or Equiv (ged),Not in Universe,Female,Never Married,0.0000,3,1771.9417,0.0000,0.0000,0.0000,2024,jan
0,"House, Apartment, Flat",Rented for cash,"20,000 To 24,999",High School Grad-Diploma Or Equiv (ged),Employed-At Work,Male,Divorced,2224.5258,1,2237.7640,3348.6124,0.0000,2237.7640,2022,jan
0,"House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"100,000 To 149,999",High School Grad-Diploma Or Equiv (ged),Employed-At Work,Female,Never Married,597.7149,2,598.7985,0.0000,0.0000,598.7985,2023,jan
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"150,000 or More",10th Grade,Employed-At Work,Male,Never Married,1122.0193,4,1082.4702,1619.8192,5416.9723,1082.4702,2022,jan
"Morgantown, WV","House, Apartment, Flat",Not in Universe,"12,500 To 14,999","Bachelor's Degree(ex:ba,ab,bs)",Employed-At Work,Female,Never Married,675.0553,1,688.6498,1022.5905,0.0000,688.6498,2024,jan
"Cape Coral-Fort Myers, FL","House, Apartment, Flat",Rented for cash,"35,000 To 39,999",Not in Universe,Not in Universe,Male,Not in Universe,0.0000,6,4778.8927,0.0000,0.0000,4778.8927,2023,jan
0,"House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"150,000 or More",High School Grad-Diploma Or Equiv (ged),Employed-At Work,Male,Married - Spouse Present,4729.4457,3,4006.8213,7117.3722,19261.4338,4802.0885,2023,jan
"Houston-The Woodlands-Sugar Land, TX","House, Apartment, Flat",Occupied without payment of cash rent,"30,000 To 34,999",Associate Degree-Occupational/Vocationl,Employed-At Work,Male,Married - Spouse Present,4698.0199,2,4776.3567,7079.2341,0.0000,4776.3567,2023,jan
"Washington-Arlington-Alexandria, DC-VA-MD-WV","House, Apartment, Flat",Rented for cash,"100,000 To 149,999","Bachelor's Degree(ex:ba,ab,bs)",Employed-At Work,Female,Never Married,429.7136,2,429.7199,637.3944,1737.1341,429.7199,2023,jan
"Cleveland-Elyria, OH","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"75,000 To 99,999",Not in Universe,Not in Universe,Male,Not in Universe,0.0000,5,3948.4667,0.0000,0.0000,3948.4667,2023,jan
"Memphis, TN-MS-AR","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"150,000 or More",Not in Universe,Not in Universe,Male,Not in Universe,0.0000,4,1387.1332,0.0000,0.0000,1387.1332,2023,jan
"Chicago-Naperville-Elgin, IL-IN-WI","House, Apartment, Flat",Not in Universe,"150,000 or More",Not in Universe,Not in Universe,Female,Not in Universe,0.0000,4,4212.8443,0.0000,0.0000,4212.8443,2024,jan
"Lafayette, LA","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"75,000 To 99,999","Bachelor's Degree(ex:ba,ab,bs)",Other-Not In Labor Force,Female,Never Married,2273.8280,4,2538.2919,0.0000,0.0000,2538.2919,2022,jan
"Huntington-Ashland, WV-KY-OH","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"50,000 To 59,999",10th Grade,Retired-Not In Labor Force,Female,Married - Spouse Present,821.4248,3,823.6738,1221.7381,0.0000,823.6738,2023,jan
"San Jose-Sunnyvale-Santa Clara, CA","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"100,000 To 149,999",Some College But No Degree,Employed-At Work,Male,Never Married,5642.2916,5,5756.0810,8531.3236,0.0000,5756.0810,2023,jan
"Knoxville, TN","House, Apartment, Flat",Not in Universe,"150,000 or More",Some College But No Degree,Employed-At Work,Male,Divorced,4614.3620,4,4621.9855,0.0000,0.0000,4621.9855,2024,jan
"Washington-Arlington-Alexandria, DC-VA-MD-WV","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"150,000 or More",Not in Universe,Not in Universe,Male,Not in Universe,0.0000,4,494.3234,0.0000,0.0000,494.3234,2022,jan
"Portland-Vancouver-Hillsboro, OR-WA","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"60,000 To 74,999",Not in Universe,Not in Universe,Male,Not in Universe,0.0000,3,3595.2396,0.0000,0.0000,3595.2396,2023,jan
0,"House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"150,000 or More",Not in Universe,Not in Universe,Female,Not in Universe,0.0000,5,555.5921,0.0000,0.0000,555.5921,2022,jan
0,"House, Apartment, Flat",Not in Universe,"50,000 To 59,999",Associate Degree-Occupational/Vocationl,Employed-At Work,Male,Married - Spouse Present,680.4060,4,604.1316,0.0000,2697.3432,666.4341,2024,jan
0,"House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"75,000 To 99,999",High School Grad-Diploma Or Equiv (ged),Employed-At Work,Male,Married - Spouse Present,1587.4177,2,1527.5380,2409.7012,0.0000,1610.3215,2022,jan
"Santa Rosa, CA","House, Apartment, Flat",Not in Universe,"150,000 or More",Associate Deg.-Academic Program,Employed-At Work,Female,Never Married,5704.2512,2,5771.2860,0.0000,0.0000,5771.2860,2024,jan
"Portland-South Portland, ME","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"40,000 To 49,999",High School Grad-Diploma Or Equiv (ged),Retired-Not In Labor Force,Male,Married - Spouse Present,1165.1827,2,1348.6876,1778.9680,4643.7123,1188.8239,2022,jan
0,"House, Apartment, Flat",Rented for cash,"40,000 To 49,999",Not in Universe,Not in Universe,Male,Not in Universe,0.0000,3,3386.9622,0.0000,0.0000,3386.9622,2022,jan
"Knoxville, TN","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"100,000 To 149,999",Not in Universe,Not in Universe,Male,Not in Universe,0.0000,4,3945.3974,0.0000,0.0000,3945.3974,2023,jan
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","House, Apartment, Flat",Rented for cash,"30,000 To 34,999",High School Grad-Diploma Or Equiv (ged),Employed-At Work,Female,Never Married,1815.5449,3,1795.9294,0.0000,7514.8888,1795.9294,2023,jan
"Portland-South Portland, ME","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"100,000 To 149,999",Not in Universe,Not in Universe,Male,Not in Universe,0.0000,4,2624.7312,0.0000,0.0000,2624.7312,2022,jan
"Washington-Arlington-Alexandria, DC-VA-MD-WV","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"40,000 To 49,999",High School Grad-Diploma Or Equiv (ged),Retired-Not In Labor Force,Male,Married - Spouse Present,4250.6495,2,4007.0641,6308.3133,0.0000,4256.2167,2023,jan
0,"House, Apartment, Flat",Not in Universe,"75,000 To 99,999",High School Grad-Diploma Or Equiv (ged),Employed-At Work,Female,Married - Spouse Present,3539.7862,2,3630.9779,0.0000,0.0000,3630.9779,2024,jan
"Washington-Arlington-Alexandria, DC-VA-MD-WV","House, Apartment, Flat",Not in Universe,"150,000 or More",Not in Universe,Not in Universe,Female,Not in Universe,0.0000,5,330.8379,0.0000,0.0000,330.8379,2024,jan
0,"House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"100,000 To 149,999",Associate Deg.-Academic Program,Employed-At Work,Male,Married - Spouse Present,777.4731,2,977.8853,0.0000,0.0000,782.4129,2022,jan
"Harrisburg-Carlisle, PA","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"150,000 or More","Bachelor's Degree(ex:ba,ab,bs)",Employed-At Work,Female,Married - Spouse Present,4216.1140,4,4173.8059,6247.6239,17225.7474,4173.8059,2022,jan
0,"House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"12,500 To 14,999",11th Grade,Other-Not In Labor Force,Male,Never Married,1808.8851,3,1805.2417,2675.6228,8137.7072,1805.2417,2023,jan
"Chicago-Naperville-Elgin, IL-IN-WI","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"40,000 To 49,999",High School Grad-Diploma Or Equiv (ged),Retired-Not In Labor Force,Female,Married - Spouse Present,3312.6733,2,3247.0053,4860.3286,13333.1123,3247.0053,2022,jan
"Miami-Fort Lauderdale-West Palm Beach, FL","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"150,000 or More","Bachelor's Degree(ex:ba,ab,bs)",Employed-At Work,Female,Married - Spouse Present,4034.3137,2,3989.3586,0.0000,0.0000,3989.3586,2022,jan
"Tampa-St. Petersburg-Clearwater, FL","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"40,000 To 49,999",Associate Deg.-Academic Program,Employed-At Work,Female,Divorced,4024.7393,2,3986.0555,5966.5870,0.0000,3986.0555,2022,jan
"Los Angeles-Long Beach-Anaheim, CA","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"Less Than $5,000",Associate Deg.-Academic Program,Unemployed-Looking,Male,Never Married,4631.4287,1,4448.1793,0.0000,0.0000,4448.1793,2023,jan
"Salt Lake City, UT","House, Apartment, Flat",Rented for cash,"50,000 To 59,999",Associate Deg.-Academic Program,Employed-At Work,Male,Married - Spouse Present,2468.9443,4,1618.0402,3678.3364,9965.0937,2481.7723,2023,jan
"Eugene, OR","House, Apartment, Flat",Not in Universe,"60,000 To 74,999","Bachelor's Degree(ex:ba,ab,bs)",Retired-Not In Labor Force,Female,Married - Spouse Present,2246.2850,2,2287.6179,0.0000,0.0000,2287.6179,2024,jan
"Blacksburg-Christiansburg-Radford, VA","House, Apartment, Flat",Rented for cash,"35,000 To 39,999",Not in Universe,Not in Universe,Female,Not in Universe,0.0000,5,4194.4818,0.0000,0.0000,4194.4818,2022,jan
0,"House, Apartment, Flat",Not in Universe,"25,000 To 29,999",Associate Deg.-Academic Program,Retired-Not In Labor Force,Female,Divorced,3520.8799,1,3554.6003,5278.3006,0.0000,3554.6003,2024,jan
"New York-Newark-Jersey City, NY-NJ-PA","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"50,000 To 59,999",Not in Universe,Not in Universe,Female,Not in Universe,0.0000,7,6860.0764,0.0000,0.0000,6860.0764,2022,jan
"Canton-Massillon, OH","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"75,000 To 99,999",Associate Deg.-Academic Program,Employed-At Work,Male,Married - Spouse Present,4109.7755,3,4886.0223,6140.7283,16473.0282,4143.1472,2023,jan
"Salt Lake City, UT","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"100,000 To 149,999","Bachelor's Degree(ex:ba,ab,bs)",Employed-At Work,Female,Married - Spouse Present,1611.8154,2,1647.1409,2443.1695,6395.7238,1647.1409,2023,jan
"Rochester, NY","House, Apartment, Flat",Rented for cash,"100,000 To 149,999",High School Grad-Diploma Or Equiv (ged),Employed-At Work,Female,Married - Spouse Present,4967.5556,2,4933.4073,7384.6448,0.0000,4933.4073,2022,jan
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"100,000 To 149,999","MASTER'S DEGREE(EX:MA,MS,MEng,MEd,MSW)",Retired-Not In Labor Force,Female,Married - Spouse Present,4133.0604,2,4149.1731,0.0000,0.0000,4149.1731,2022,jan
0,"House, Apartment, Flat",Not in Universe,"50,000 To 59,999",Not in Universe,Not in Universe,Female,Not in Universe,0.0000,4,4586.3758,0.0000,0.0000,4586.3758,2024,jan
"Buffalo-Cheektowaga-Niagara Falls, NY","House, Apartment, Flat",Not in Universe,"150,000 or More","Professional School Deg(ex:md,dds,dvm)",Employed-At Work,Female,Never Married,5641.9135,2,5517.2608,8192.6964,0.0000,5517.2608,2024,jan
0,"House, Apartment, Flat",Not in Universe,"40,000 To 49,999",7th Or 8th Grade,Retired-Not In Labor Force,Male,Married - Spouse Present,557.7708,2,533.3948,818.1496,0.0000,552.0041,2024,jan
0,"House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"30,000 To 34,999",High School Grad-Diploma Or Equiv (ged),Retired-Not In Labor Force,Female,Married - Spouse Present,571.6846,3,565.8344,0.0000,0.0000,565.8344,2023,jan
"Topeka, KS","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"150,000 or More","DOCTORATE DEGREE(EX:PhD,EdD)",Other-Not In Labor Force,Female,Married - Spouse Present,2246.3333,4,2177.4445,0.0000,0.0000,2177.4445,2022,jan
"Fayetteville-Springdale-Rogers, AR-MO","House, Apartment, Flat",Rented for cash,"100,000 To 149,999","Bachelor's Degree(ex:ba,ab,bs)",Employed-At Work,Female,Never Married,1492.4602,2,1506.1890,2254.5615,5785.0056,1506.1890,2022,jan
"Santa Rosa, CA","House, Apartment, Flat",Not in Universe,"150,000 or More","Bachelor's Degree(ex:ba,ab,bs)",Employed-At Work,Male,Never Married,5490.2700,2,5533.3390,8201.2051,0.0000,5533.3390,2024,jan
"Los Angeles-Long Beach-Anaheim, CA","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"150,000 or More",Associate Deg.-Academic Program,Employed-At Work,Male,Never Married,5579.2954,5,5589.0956,0.0000,0.0000,5589.0956,2022,jan
